name,mos,dataset
bag_geo_26_col_26.ply,8.247234473,WPC2
bag_geo_26_col_32.ply,8.150116176000001,WPC2
bag_geo_26_col_38.ply,8.54385358,WPC2
bag_geo_26_col_44.ply,7.104296463,WPC2
bag_geo_26_col_50.ply,4.191038025999999,WPC2
bag_geo_32_col_26.ply,8.344156863,WPC2
bag_geo_32_col_32.ply,8.669467258000001,WPC2
bag_geo_32_col_38.ply,8.002933444,WPC2
bag_geo_32_col_44.ply,6.747866308000001,WPC2
bag_geo_32_col_50.ply,4.7433413280000005,WPC2
bag_geo_38_col_26.ply,8.361136676,WPC2
bag_geo_38_col_32.ply,8.03914416,WPC2
bag_geo_38_col_38.ply,7.625327024000001,WPC2
bag_geo_38_col_44.ply,6.913474583,WPC2
bag_geo_38_col_50.ply,4.590383473,WPC2
bag_geo_44_col_26.ply,7.585519217,WPC2
bag_geo_44_col_32.ply,6.508506674,WPC2
bag_geo_44_col_38.ply,6.372529702,WPC2
bag_geo_44_col_44.ply,5.61250448,WPC2
bag_geo_44_col_50.ply,3.789736269,WPC2
bag_geo_50_col_26.ply,4.159709778,WPC2
bag_geo_50_col_32.ply,3.7777563069999998,WPC2
bag_geo_50_col_38.ply,3.130357686,WPC2
bag_geo_50_col_44.ply,3.0081005430000003,WPC2
bag_geo_50_col_50.ply,1.68357365,WPC2
banana_geo_26_col_26.ply,8.164996065,WPC2
banana_geo_26_col_32.ply,7.968820665,WPC2
banana_geo_26_col_38.ply,6.495547928000001,WPC2
banana_geo_26_col_44.ply,6.452449769,WPC2
banana_geo_26_col_50.ply,5.608639738,WPC2
banana_geo_32_col_26.ply,7.691325807,WPC2
banana_geo_32_col_32.ply,7.570382067,WPC2
banana_geo_32_col_38.ply,6.853237677,WPC2
banana_geo_32_col_44.ply,6.797805373999999,WPC2
banana_geo_32_col_50.ply,5.268423618,WPC2
banana_geo_38_col_26.ply,6.320758633,WPC2
banana_geo_38_col_32.ply,5.796579584,WPC2
banana_geo_38_col_38.ply,5.4871165,WPC2
banana_geo_38_col_44.ply,5.002171706,WPC2
banana_geo_38_col_50.ply,4.177923736,WPC2
banana_geo_44_col_26.ply,4.201338088,WPC2
banana_geo_44_col_32.ply,3.822772297,WPC2
banana_geo_44_col_38.ply,4.019256122,WPC2
banana_geo_44_col_44.ply,3.601163561,WPC2
banana_geo_44_col_50.ply,3.5108542559999996,WPC2
banana_geo_50_col_26.ply,2.4880797439999998,WPC2
banana_geo_50_col_32.ply,2.435969205,WPC2
banana_geo_50_col_38.ply,2.3601513279999997,WPC2
banana_geo_50_col_44.ply,2.2550179409999997,WPC2
banana_geo_50_col_50.ply,2.1045487229999997,WPC2
biscuits_geo_26_col_26.ply,8.789236849,WPC2
biscuits_geo_26_col_32.ply,8.164304521,WPC2
biscuits_geo_26_col_38.ply,7.531547102,WPC2
biscuits_geo_26_col_44.ply,7.069705053,WPC2
biscuits_geo_26_col_50.ply,4.748677611,WPC2
biscuits_geo_32_col_26.ply,8.515945341,WPC2
biscuits_geo_32_col_32.ply,8.355741403,WPC2
biscuits_geo_32_col_38.ply,7.627075719,WPC2
biscuits_geo_32_col_44.ply,6.375379499,WPC2
biscuits_geo_32_col_50.ply,4.77863712,WPC2
biscuits_geo_38_col_26.ply,7.953568169,WPC2
biscuits_geo_38_col_32.ply,8.343605882999999,WPC2
biscuits_geo_38_col_38.ply,7.70382203,WPC2
biscuits_geo_38_col_44.ply,6.7789998979999995,WPC2
biscuits_geo_38_col_50.ply,5.085182184,WPC2
biscuits_geo_44_col_26.ply,7.307764118,WPC2
biscuits_geo_44_col_32.ply,6.459484698999999,WPC2
biscuits_geo_44_col_38.ply,5.847016699999999,WPC2
biscuits_geo_44_col_44.ply,5.695202811,WPC2
biscuits_geo_44_col_50.ply,4.32095155,WPC2
biscuits_geo_50_col_26.ply,5.333530414,WPC2
biscuits_geo_50_col_32.ply,4.929487196,WPC2
biscuits_geo_50_col_38.ply,5.149897868,WPC2
biscuits_geo_50_col_44.ply,4.273195124,WPC2
biscuits_geo_50_col_50.ply,3.6639166199999997,WPC2
cake_geo_26_col_26.ply,8.693593504999999,WPC2
cake_geo_26_col_32.ply,8.547863801,WPC2
cake_geo_26_col_38.ply,8.16946559,WPC2
cake_geo_26_col_44.ply,6.956396174,WPC2
cake_geo_26_col_50.ply,5.474608311,WPC2
cake_geo_32_col_26.ply,8.471847991,WPC2
cake_geo_32_col_32.ply,8.098232285,WPC2
cake_geo_32_col_38.ply,7.720122352999999,WPC2
cake_geo_32_col_44.ply,7.082885252,WPC2
cake_geo_32_col_50.ply,4.845050687,WPC2
cake_geo_38_col_26.ply,8.133226738000001,WPC2
cake_geo_38_col_32.ply,7.772779233,WPC2
cake_geo_38_col_38.ply,7.352551856,WPC2
cake_geo_38_col_44.ply,6.4022484109999995,WPC2
cake_geo_38_col_50.ply,5.223505805,WPC2
cake_geo_44_col_26.ply,6.228396019,WPC2
cake_geo_44_col_32.ply,5.956320216,WPC2
cake_geo_44_col_38.ply,5.862467151,WPC2
cake_geo_44_col_44.ply,4.728069825,WPC2
cake_geo_44_col_50.ply,4.663116283,WPC2
cake_geo_50_col_26.ply,2.991315085,WPC2
cake_geo_50_col_32.ply,3.95743814,WPC2
cake_geo_50_col_38.ply,2.688251262,WPC2
cake_geo_50_col_44.ply,2.771117768,WPC2
cake_geo_50_col_50.ply,2.7051308240000003,WPC2
cauliflower_geo_26_col_26.ply,8.720621668,WPC2
cauliflower_geo_26_col_32.ply,8.947069544,WPC2
cauliflower_geo_26_col_38.ply,7.897371118,WPC2
cauliflower_geo_26_col_44.ply,5.822488108,WPC2
cauliflower_geo_26_col_50.ply,4.174612013,WPC2
cauliflower_geo_32_col_26.ply,8.661105975,WPC2
cauliflower_geo_32_col_32.ply,8.504592101,WPC2
cauliflower_geo_32_col_38.ply,8.166321716999999,WPC2
cauliflower_geo_32_col_44.ply,6.538341443999999,WPC2
cauliflower_geo_32_col_50.ply,4.440441315999999,WPC2
cauliflower_geo_38_col_26.ply,8.193663428,WPC2
cauliflower_geo_38_col_32.ply,7.558424576,WPC2
cauliflower_geo_38_col_38.ply,7.05368655,WPC2
cauliflower_geo_38_col_44.ply,6.345693262999999,WPC2
cauliflower_geo_38_col_50.ply,4.083049936,WPC2
cauliflower_geo_44_col_26.ply,5.473559138000001,WPC2
cauliflower_geo_44_col_32.ply,5.573359505,WPC2
cauliflower_geo_44_col_38.ply,4.952146992,WPC2
cauliflower_geo_44_col_44.ply,4.066558716,WPC2
cauliflower_geo_44_col_50.ply,3.008829305,WPC2
cauliflower_geo_50_col_26.ply,3.629626352,WPC2
cauliflower_geo_50_col_32.ply,2.865014645,WPC2
cauliflower_geo_50_col_38.ply,2.568950851,WPC2
cauliflower_geo_50_col_44.ply,2.6453328689999998,WPC2
cauliflower_geo_50_col_50.ply,2.13149532,WPC2
flowerpot_geo_26_col_26.ply,8.67946709,WPC2
flowerpot_geo_26_col_32.ply,8.666088587,WPC2
flowerpot_geo_26_col_38.ply,8.57233513,WPC2
flowerpot_geo_26_col_44.ply,8.080124628,WPC2
flowerpot_geo_26_col_50.ply,6.447383213,WPC2
flowerpot_geo_32_col_26.ply,8.189446911000001,WPC2
flowerpot_geo_32_col_32.ply,8.089103366,WPC2
flowerpot_geo_32_col_38.ply,7.265340567,WPC2
flowerpot_geo_32_col_44.ply,7.604629405,WPC2
flowerpot_geo_32_col_50.ply,6.074870466,WPC2
flowerpot_geo_38_col_26.ply,6.514095838999999,WPC2
flowerpot_geo_38_col_32.ply,6.20622075,WPC2
flowerpot_geo_38_col_38.ply,5.918671483,WPC2
flowerpot_geo_38_col_44.ply,5.324044181,WPC2
flowerpot_geo_38_col_50.ply,4.549946523,WPC2
flowerpot_geo_44_col_26.ply,3.6430438019999998,WPC2
flowerpot_geo_44_col_32.ply,3.777810687,WPC2
flowerpot_geo_44_col_38.ply,4.118511638999999,WPC2
flowerpot_geo_44_col_44.ply,4.0795684229999996,WPC2
flowerpot_geo_44_col_50.ply,3.162238645,WPC2
flowerpot_geo_50_col_26.ply,2.457202116,WPC2
flowerpot_geo_50_col_32.ply,2.637969306,WPC2
flowerpot_geo_50_col_38.ply,2.417151636,WPC2
flowerpot_geo_50_col_44.ply,2.679966162,WPC2
flowerpot_geo_50_col_50.ply,2.003116253,WPC2
house_geo_26_col_26.ply,8.898964813000001,WPC2
house_geo_26_col_32.ply,8.912050798,WPC2
house_geo_26_col_38.ply,8.322674795000001,WPC2
house_geo_26_col_44.ply,6.631566123000001,WPC2
house_geo_26_col_50.ply,3.109675568,WPC2
house_geo_32_col_26.ply,9.223483609999999,WPC2
house_geo_32_col_32.ply,8.993803659,WPC2
house_geo_32_col_38.ply,8.385605946,WPC2
house_geo_32_col_44.ply,6.082084148,WPC2
house_geo_32_col_50.ply,2.831897294,WPC2
house_geo_38_col_26.ply,8.110341129,WPC2
house_geo_38_col_32.ply,8.285094578,WPC2
house_geo_38_col_38.ply,7.968404118,WPC2
house_geo_38_col_44.ply,5.217337422,WPC2
house_geo_38_col_50.ply,2.557062624,WPC2
house_geo_44_col_26.ply,6.150579908999999,WPC2
house_geo_44_col_32.ply,6.4885053909999995,WPC2
house_geo_44_col_38.ply,6.312681981,WPC2
house_geo_44_col_44.ply,4.790977713,WPC2
house_geo_44_col_50.ply,1.6500956500000001,WPC2
house_geo_50_col_26.ply,3.7452443520000003,WPC2
house_geo_50_col_32.ply,3.676077005,WPC2
house_geo_50_col_38.ply,3.384180963,WPC2
house_geo_50_col_44.ply,3.2258973500000003,WPC2
house_geo_50_col_50.ply,1.525649469,WPC2
litchi_geo_26_col_26.ply,9.298218434,WPC2
litchi_geo_26_col_32.ply,9.313624992,WPC2
litchi_geo_26_col_38.ply,8.917895455,WPC2
litchi_geo_26_col_44.ply,5.666911015,WPC2
litchi_geo_26_col_50.ply,3.054403914,WPC2
litchi_geo_32_col_26.ply,9.158295768,WPC2
litchi_geo_32_col_32.ply,8.997410704,WPC2
litchi_geo_32_col_38.ply,8.320244082,WPC2
litchi_geo_32_col_44.ply,5.913853829,WPC2
litchi_geo_32_col_50.ply,3.164068603,WPC2
litchi_geo_38_col_26.ply,8.563865457,WPC2
litchi_geo_38_col_32.ply,8.518595553,WPC2
litchi_geo_38_col_38.ply,7.754700012000001,WPC2
litchi_geo_38_col_44.ply,4.919948552,WPC2
litchi_geo_38_col_50.ply,3.0979874169999997,WPC2
litchi_geo_44_col_26.ply,6.365609857,WPC2
litchi_geo_44_col_32.ply,6.131218857,WPC2
litchi_geo_44_col_38.ply,6.6804316560000006,WPC2
litchi_geo_44_col_44.ply,4.643992575,WPC2
litchi_geo_44_col_50.ply,2.505668561,WPC2
litchi_geo_50_col_32.ply,4.248636751,WPC2
litchi_geo_50_col_38.ply,4.0968711120000005,WPC2
litchi_geo_50_col_44.ply,3.214833634,WPC2
litchi_geo_50_col_50.ply,2.0220866539999998,WPC2
mushroom_geo_26_col_26.ply,8.299466308,WPC2
mushroom_geo_26_col_32.ply,7.835711356999999,WPC2
mushroom_geo_26_col_38.ply,7.4378548460000005,WPC2
