name,mos,dataset
bag_gQP_1_tQP_1.ply,86.69456186,WPC
bag_gQP_1_tQP_2.ply,76.14530845,WPC
bag_gQP_1_tQP_3.ply,52.85558429,WPC
bag_gQP_2_tQP_1.ply,52.181452699999994,WPC
bag_gQP_2_tQP_2.ply,49.31511353,WPC
bag_gQP_2_tQP_3.ply,39.10736912,WPC
bag_gQP_3_tQP_1.ply,27.440333090000003,WPC
bag_gQP_3_tQP_2.ply,32.01772342999999,WPC
bag_gQP_3_tQP_3.ply,29.614864689999997,WPC
bag_gsigma_0_tsigma_16.ply,86.24911138,WPC
bag_gsigma_0_tsigma_32.ply,62.11964039,WPC
bag_gsigma_0_tsigma_8.ply,88.78171897,WPC
bag_gsigma_2_tsigma_16.ply,49.36475509,WPC
bag_gsigma_2_tsigma_32.ply,43.75380957,WPC
bag_gsigma_2_tsigma_8.ply,56.921455529999996,WPC
bag_gsigma_4_tsigma_16.ply,21.987847689999988,WPC
bag_gsigma_4_tsigma_32.ply,22.43616481999999,WPC
bag_gsigma_4_tsigma_8.ply,22.376204129999998,WPC
bag_level_7.ply,9.59532456,WPC
bag_level_8.ply,18.23796415,WPC
bag_level_9.ply,82.74107891,WPC
bag_pqs_1_qs_16_rounded.ply,90.340738,WPC
bag_pqs_1_qs_32_rounded.ply,81.83884571,WPC
bag_pqs_1_qs_48_rounded.ply,58.43553789,WPC
bag_pqs_1_qs_64_rounded.ply,62.55491922,WPC
bag_tsl_4_tqs_128.ply,62.21628821,WPC
bag_tsl_4_tqs_256.ply,36.26609788,WPC
bag_tsl_4_tqs_512.ply,20.84981283,WPC
bag_tsl_4_tqs_64.ply,67.09168867,WPC
bag_tsl_6_tqs_128.ply,48.889890539999996,WPC
bag_tsl_6_tqs_256.ply,40.2873935,WPC
bag_tsl_6_tqs_512.ply,24.601068389999988,WPC
bag_tsl_6_tqs_64.ply,58.51287376,WPC
bag_tsl_8_tqs_128.ply,80.66164159,WPC
bag_tsl_8_tqs_256.ply,60.38564447,WPC
bag_tsl_8_tqs_512.ply,34.95747094,WPC
bag_tsl_8_tqs_64.ply,90.36817669,WPC
banana_gQP_1_tQP_1.ply,60.30135594,WPC
banana_gQP_1_tQP_2.ply,56.05951863000001,WPC
banana_gQP_1_tQP_3.ply,52.142301749999994,WPC
banana_gQP_2_tQP_1.ply,43.476968389999996,WPC
banana_gQP_2_tQP_2.ply,43.98226716,WPC
banana_gQP_2_tQP_3.ply,39.80857854,WPC
banana_gQP_3_tQP_1.ply,29.107266640000002,WPC
banana_gQP_3_tQP_2.ply,23.95632388,WPC
banana_gQP_3_tQP_3.ply,22.65939287,WPC
banana_gsigma_0_tsigma_16.ply,60.4722494,WPC
banana_gsigma_0_tsigma_32.ply,40.11307634,WPC
